 Structure from AMSCIFDB, AMS_ID: 4105681       Feff8L (EXAFS)       0.1
 Mineral Name: <missing>
 Journal: Journal of the American Chemical Society 133, pp. 2691-2705 (2011)
 Authors: Catherine F. Smura, Dinah R. Parker, Mohamed Zbiri, Mark R. Johnson, Z
 Title1:   High-Spin Cobalt(II) Ions in Square Planar Coordination: Structures a
 Formula:    Cu
 SpaceGroup: Fm-3m
 # sites:    1
 POT  Non-SCF, core-hole, AFOLP (folp(0)= 1.150)
 Abs   Z=29 Rmt= 1.451 Rnm= 1.504 K  shell
 Pot 1 Z=29 Rmt= 1.356 Rnm= 1.394
  1.200  3.9309E+00  2.9487E-02 -2.0786E+01  1.021E+00  1.6663E+01  2.1730E+00
  1.300  3.9133E+00  2.8610E-02 -2.1615E+01  1.025E+00  1.6399E+01  2.2298E+00
  1.400  3.8911E+00  2.7973E-02 -2.2395E+01  1.031E+00  1.6064E+01  2.2902E+00
  1.500  3.8638E+00  2.7542E-02 -2.3128E+01  1.037E+00  1.5672E+01  2.3543E+00
  1.600  3.8311E+00  2.7275E-02 -2.3811E+01  1.043E+00  1.5242E+01  2.4219E+00
  1.700  3.7925E+00  2.7139E-02 -2.4443E+01  1.049E+00  1.4797E+01  2.4933E+00
  1.800  3.7475E+00  2.7094E-02 -2.5023E+01  1.056E+00  1.4362E+01  2.5684E+00
  1.900  3.6957E+00  2.7101E-02 -2.5548E+01  1.062E+00  1.3964E+01  2.6474E+00
  2.000  3.6366E+00  2.7091E-02 -2.6014E+01  1.067E+00  1.3628E+01  2.7305E+00
  2.200  3.4670E+00  3.0323E-02 -2.6665E+01  1.067E+00  1.3265E+01  2.9222E+00
  2.400  3.3451E+00  2.9624E-02 -2.6976E+01  1.239E+00  7.1986E+00  3.0972E+00
  2.600  3.3341E+00  1.8413E-02 -2.8251E+01  1.289E+00  6.1330E+00  3.2281E+00
  2.800  3.2996E+00  1.1068E-02 -2.9395E+01  1.306E+00  5.6459E+00  3.3667E+00
  3.000  3.2442E+00  7.8296E-03 -3.0157E+01  1.308E+00  5.4413E+00  3.5136E+00
  3.200  3.1777E+00  1.0094E-02 -3.0643E+01  1.291E+00  5.3822E+00  3.6666E+00
  3.400  3.1023E+00  1.9245E-02 -3.1379E+01  1.274E+00  5.4119E+00  3.8251E+00
  3.600  3.0215E+00  3.6135E-02 -3.2160E+01  1.251E+00  5.5018E+00  3.9883E+00
  3.800  2.9346E+00  6.3763E-02 -3.2898E+01  1.230E+00  5.6356E+00  4.1558E+00
  4.000  2.8437E+00  1.0521E-01 -3.3529E+01  1.210E+00  5.8035E+00  4.3270E+00
  4.200  2.7505E+00  1.6254E-01 -3.4075E+01  1.191E+00  5.9989E+00  4.5015E+00
  4.400  2.6542E+00  2.3678E-01 -3.4539E+01  1.171E+00  6.2170E+00  4.6788E+00
  4.600  2.5555E+00  3.2783E-01 -3.4947E+01  1.153E+00  6.4548E+00  4.8586E+00
  4.800  2.4550E+00  4.3392E-01 -3.5296E+01  1.138E+00  6.7096E+00  5.0405E+00
  5.000  2.3532E+00  5.5384E-01 -3.5607E+01  1.120E+00  6.9797E+00  5.2243E+00
  5.200  2.2508E+00  6.8492E-01 -3.5887E+01  1.104E+00  7.2636E+00  5.4097E+00
  5.400  2.1481E+00  8.2381E-01 -3.6130E+01  1.090E+00  7.5600E+00  5.5965E+00
  5.600  2.0465E+00  9.6876E-01 -3.6353E+01  1.076E+00  7.8680E+00  5.7847E+00
  5.800  1.9467E+00  1.1134E+00 -3.6555E+01  1.064E+00  8.1869E+00  5.9739E+00
  6.000  1.8483E+00  1.2553E+00 -3.6736E+01  1.051E+00  8.5160E+00  6.1641E+00
  6.500  1.6124E+00  1.5693E+00 -3.7128E+01  1.028E+00  9.3796E+00  6.6432E+00
  7.000  1.3872E+00  1.7970E+00 -3.7450E+01  1.010E+00  1.0297E+01  7.1264E+00
  7.500  1.1697E+00  1.9352E+00 -3.7721E+01  9.961E-01  1.1262E+01  7.6126E+00
  8.000  9.5498E-01  1.9973E+00 -3.7958E+01  9.839E-01  1.2273E+01  8.1012E+00
  8.500  7.5260E-01  1.9808E+00 -3.8171E+01  9.736E-01  1.3326E+01  8.5916E+00
  9.000  5.6266E-01  1.9133E+00 -3.8370E+01  9.653E-01  1.4418E+01  9.0835E+00
  9.500  3.8337E-01  1.8104E+00 -3.8559E+01  9.581E-01  1.5548E+01  9.5766E+00
 10.000  2.0960E-01  1.6928E+00 -3.8741E+01  9.503E-01  1.6715E+01  1.0071E+01
 11.000 -1.2696E-01  1.4529E+00 -3.9082E+01  9.357E-01  1.9151E+01  1.1061E+01
 12.000 -4.3659E-01  1.2223E+00 -3.9402E+01  9.269E-01  2.1716E+01  1.2053E+01
 13.000 -7.2496E-01  1.0272E+00 -3.9703E+01  9.225E-01  2.4405E+01  1.3047E+01
 14.000 -9.9060E-01  8.6880E-01 -3.9990E+01  9.202E-01  2.7208E+01  1.4042E+01
 15.000 -1.2366E+00  7.4210E-01 -4.0267E+01  9.199E-01  3.0122E+01  1.5038E+01
 16.000 -1.4662E+00  6.4118E-01 -4.0522E+01  9.203E-01  3.3140E+01  1.6035E+01
 17.000 -1.6790E+00  5.6111E-01 -4.0760E+01  9.215E-01  3.6259E+01  1.7032E+01
 18.000 -1.8786E+00  4.9660E-01 -4.0982E+01  9.229E-01  3.9474E+01  1.8030E+01
 19.000 -2.0650E+00  4.4302E-01 -4.1196E+01  9.246E-01  4.2782E+01  1.9027E+01
 20.000 -2.2401E+00  4.0200E-01 -4.1392E+01  9.264E-01  4.6179E+01  2.0026E+01
